0	0	219844.0
0	500000	68599.0
500000	500000	254076.0
0	1000000	20372.0
500000	1000000	71705.0
1000000	1000000	196142.0
0	1500000	11365.0
500000	1500000	33711.0
1000000	1500000	53383.0
1500000	1500000	270084.0
0	2000000	3849.0
500000	2000000	11676.0
1000000	2000000	14193.0
1500000	2000000	79549.0
2000000	2000000	288198.0
0	2500000	2198.0
500000	2500000	6243.0
1000000	2500000	6406.0
1500000	2500000	24421.0
2000000	2500000	87875.0
2500000	2500000	387696.0
0	3000000	1872.0
500000	3000000	5667.0
1000000	3000000	5723.0
1500000	3000000	16290.0
2000000	3000000	28498.0
2500000	3000000	80069.0
3000000	3000000	288078.0
0	3500000	2041.0
500000	3500000	5133.0
1000000	3500000	5575.0
1500000	3500000	10148.0
2000000	3500000	13944.0
2500000	3500000	9911.0
3000000	3500000	54549.0
3500000	3500000	214146.0
0	4000000	1543.0
500000	4000000	3434.0
1000000	4000000	3280.0
1500000	4000000	5813.0
2000000	4000000	6824.0
2500000	4000000	5232.0
3000000	4000000	14941.0
3500000	4000000	48309.0
4000000	4000000	180193.0
0	4500000	1813.0
500000	4500000	2930.0
1000000	4500000	2842.0
1500000	4500000	4038.0
2000000	4500000	4395.0
2500000	4500000	3344.0
3000000	4500000	7279.0
3500000	4500000	15934.0
4000000	4500000	58783.0
4500000	4500000	229411.0
0	5000000	1703.0
500000	5000000	1931.0
1000000	5000000	1870.0
1500000	5000000	2431.0
2000000	5000000	2333.0
2500000	5000000	1257.0
3000000	5000000	2829.0
3500000	5000000	10449.0
4000000	5000000	17398.0
4500000	5000000	43193.0
5000000	5000000	139708.0
0	5500000	1817.0
500000	5500000	2443.0
1000000	5500000	2276.0
1500000	5500000	2960.0
2000000	5500000	2983.0
2500000	5500000	1823.0
3000000	5500000	4251.0
3500000	5500000	12124.0
4000000	5500000	18253.0
4500000	5500000	34256.0
5000000	5500000	61746.0
5500000	5500000	177050.0
0	6000000	1733.0
500000	6000000	3377.0
1000000	6000000	3249.0
1500000	6000000	4711.0
2000000	6000000	5108.0
2500000	6000000	3538.0
3000000	6000000	8327.0
3500000	6000000	16751.0
4000000	6000000	20064.0
4500000	6000000	25623.0
5000000	6000000	21203.0
5500000	6000000	57563.0
6000000	6000000	308588.0
0	6500000	1599.0
500000	6500000	3607.0
1000000	6500000	3245.0
1500000	6500000	5566.0
2000000	6500000	5573.0
2500000	6500000	6016.0
3000000	6500000	9573.0
3500000	6500000	11109.0
4000000	6500000	12166.0
4500000	6500000	12767.0
5000000	6500000	7145.0
5500000	6500000	15037.0
6000000	6500000	70698.0
6500000	6500000	316353.0
0	7000000	1496.0
500000	7000000	2923.0
1000000	7000000	2881.0
1500000	7000000	4453.0
2000000	7000000	4372.0
2500000	7000000	2823.0
3000000	7000000	6348.0
3500000	7000000	14357.0
4000000	7000000	11449.0
4500000	7000000	11625.0
5000000	7000000	10478.0
5500000	7000000	16294.0
6000000	7000000	36293.0
6500000	7000000	89570.0
7000000	7000000	241166.0
0	7500000	1504.0
500000	7500000	2650.0
1000000	7500000	2554.0
1500000	7500000	3472.0
2000000	7500000	3415.0
2500000	7500000	1819.0
3000000	7500000	4557.0
3500000	7500000	11664.0
4000000	7500000	8891.0
4500000	7500000	10136.0
5000000	7500000	9471.0
5500000	7500000	13295.0
6000000	7500000	21791.0
6500000	7500000	22016.0
7000000	7500000	81081.0
7500000	7500000	208485.0
0	8000000	1605.0
500000	8000000	3866.0
1000000	8000000	3331.0
1500000	8000000	4666.0
2000000	8000000	4564.0
2500000	8000000	3306.0
3000000	8000000	6888.0
3500000	8000000	11043.0
4000000	8000000	10104.0
4500000	8000000	9917.0
5000000	8000000	6049.0
5500000	8000000	9648.0
6000000	8000000	20162.0
6500000	8000000	21914.0
7000000	8000000	38293.0
7500000	8000000	68990.0
8000000	8000000	300249.0
0	8500000	1864.0
500000	8500000	2451.0
1000000	8500000	1873.0
1500000	8500000	2237.0
2000000	8500000	1860.0
2500000	8500000	926.0
3000000	8500000	2063.0
3500000	8500000	5992.0
4000000	8500000	5253.0
4500000	8500000	6907.0
5000000	8500000	7711.0
5500000	8500000	9635.0
6000000	8500000	10135.0
6500000	8500000	6928.0
7000000	8500000	17157.0
7500000	8500000	22684.0
8000000	8500000	61821.0
8500000	8500000	167793.0
0	9000000	1012.0
500000	9000000	854.0
1000000	9000000	642.0
1500000	9000000	695.0
2000000	9000000	475.0
2500000	9000000	248.0
3000000	9000000	443.0
3500000	9000000	1695.0
